id,repo_name,owner,stars,last_updated
1346,project-guidelines,elsewhencode,29546,2025-12-23 17:14:24.907661
1347,openai-python,openai,29541,2025-12-23 17:14:24.907661
1348,canal,alibaba,29538,2025-12-23 17:14:24.907661
1349,k6,grafana,29516,2025-12-23 17:14:24.907661
1350,hey,bigint,29512,2025-12-23 17:14:24.907661
1351,hosts,StevenBlack,29496,2025-12-23 17:14:28.630184
1352,phantomjs,ariya,29487,2025-12-23 17:14:28.630184
1353,vscodium,VSCodium,29484,2025-12-23 17:14:28.630184
1354,rust-course,sunface,29475,2025-12-23 17:14:28.630184
1355,plyr,sampotts,29414,2025-12-23 17:14:28.630184
1356,python-guide,realpython,29413,2025-12-23 17:14:28.630184
1357,standard,standard,29406,2025-12-23 17:14:28.630184
1358,just,casey,29403,2025-12-23 17:14:28.630184
1359,Hover,IanLunn,29401,2025-12-23 17:14:28.630184
1360,tdesktop,telegramdesktop,29370,2025-12-23 17:14:28.630184
1361,Proton,ValveSoftware,29368,2025-12-23 17:14:28.630184
1362,changedetection.io,dgtlmoon,29366,2025-12-23 17:14:28.630184
1363,turborepo,vercel,29312,2025-12-23 17:14:28.630184
1364,composer,composer,29266,2025-12-23 17:14:28.630184
1365,jumpserver,jumpserver,29261,2025-12-23 17:14:28.630184
1366,openssl,openssl,29257,2025-12-23 17:14:28.630184
1367,Complete-Python-3-Bootcamp,Pierian-Data,29234,2025-12-23 17:14:28.630184
1368,helm,helm,29210,2025-12-23 17:14:28.630184
1369,Jobs_Applier_AI_Agent_AIHawk,feder-cr,29195,2025-12-23 17:14:28.630184
1370,90DaysOfDevOps,MichaelCade,29189,2025-12-23 17:14:28.630184
1371,btop,aristocratos,29167,2025-12-23 17:14:28.630184
1372,es6features,lukehoban,29159,2025-12-23 17:14:28.630184
1373,llama3,meta-llama,29146,2025-12-23 17:14:28.630184
1374,swift-algorithm-club,kodecocodes,29136,2025-12-23 17:14:28.630184
1375,WindTerm,kingToolbox,29123,2025-12-23 17:14:28.630184
1376,sing-box,SagerNet,29105,2025-12-23 17:14:28.630184
1377,xstate,statelyai,29062,2025-12-23 17:14:28.630184
1378,seaweedfs,seaweedfs,29020,2025-12-23 17:14:28.630184
1379,SpringAll,wuyouzhuguli,29010,2025-12-23 17:14:28.630184
1380,react-spring,pmndrs,29008,2025-12-23 17:14:28.630184
1381,COVID-19,CSSEGISandData,29007,2025-12-23 17:14:28.630184
1382,JavaScript30,wesbos,28970,2025-12-23 17:14:28.630184
1383,spring-cloud-alibaba,alibaba,28952,2025-12-23 17:14:28.630184
1384,postcss,postcss,28918,2025-12-23 17:14:28.630184
1385,nginx,nginx,28910,2025-12-23 17:14:28.630184
1386,todomvc,tastejs,28891,2025-12-23 17:14:28.630184
1387,iced,iced-rs,28796,2025-12-23 17:14:28.630184
1388,immer,immerjs,28787,2025-12-23 17:14:28.630184
1389,data-science-ipython-notebooks,donnemartin,28764,2025-12-23 17:14:28.630184
1390,BetterDisplay,waydabber,28751,2025-12-23 17:14:28.630184
1391,kickstart.nvim,nvim-lua,28730,2025-12-23 17:14:28.630184
1392,dnSpy,dnSpy,28717,2025-12-23 17:14:28.630184
1393,awesome-github-profile-readme,abhisheknaiidu,28716,2025-12-23 17:14:28.630184
1394,machine-learning-for-software-engineers,ZuzooVn,28671,2025-12-23 17:14:28.630184
1395,linkedin-skill-assessments-quizzes,Ebazhanov,28661,2025-12-23 17:14:28.630184
1396,one-api,songquanpeng,28630,2025-12-23 17:14:28.630184
1397,slick,kenwheeler,28620,2025-12-23 17:14:28.630184
1398,EasyOCR,JaidedAI,28604,2025-12-23 17:14:28.630184
1399,applied-ml,eugeneyan,28560,2025-12-23 17:14:28.630184
1400,python-telegram-bot,python-telegram-bot,28552,2025-12-23 17:14:28.630184
